audio_file|text
D:\pro\koice\dataset\wavs\audio0000122.wav|نیشن آون کرشی بیگیان کے اندر گاندربل طرف آو ایک پروگرام منقد کرنے ذریعہ یونیورسٹی کشمیر کے اتواس ایمی پروگراموں کا مقصد ہوز قابلیت پتھکوری کومیلن ہنز مرد
D:\pro\koice\dataset\wavs\audio0000123.wav|ترقی ٹیکنالوجی وسیلوں مضبوط بناویں آتھ موکس پڑھائی کبھائی لیت پتھکوری کمیلنمن زمین دریہن نوین آلات بھگراؤن یوجنتم سینسی
D:\pro\koice\dataset\wavs\audio0000124.wav|انیوزن پر نویرن ٹیکنالوجی کامل ہوگیت زری شوبس منز برون پر کتھکن بی جے پی طرف آواز پارٹی ہندو سیکس لیڈر علی محمد میر سنی گہری بڑھ گئے میں
D:\pro\koice\dataset\wavs\audio0000125.wav|سینی مشہر منقد کرنے یا تمنس کینچو سرکرد شہر و حسنیت کربلا کین شہیدن منظوم خراج عقید اداکور چونٹ ولیوار گاندربل
D:\pro\koice\dataset\wavs\audio0000126.wav|کے علاقے سے پی ایچی پروجیکٹ مکمل کرنے سے خوشی بہت ہے یہ میں باپ تمہوں لیفٹ اینڈ گورنر پی ایچی محکموں کے شکریہ ادا کروں
D:\pro\koice\dataset\wavs\audio0000127.wav|یہاں جو کوشش سے تیوندیت کا علاقہ مطالب پورا سبوت ایمیں علاقہ ایک لکھ حاصل ہونے اس طرح ہم ناگو ہیں تا آپ ٹینک رو نشی چند تریش حاصل کریں
D:\pro\koice\dataset\wavs\audio0000128.wav|دکانداروں چھو بازر سوان پہت میں وہ پندہ ہو دوہ پر بجلی ہوند مناصب بنیادی ڈانچے ناست اس پر تشویش بومت تیمو چھو بونمد جو یدویزن محکمان
D:\pro\koice\dataset\wavs\audio0000129.wav|پانچ سٹھن گراکن میں ایگریمنٹ گوڑے مکمل کرمی چھے تو بجلی میٹر تیچھے لاغ نامش تو ہم چھے نو انستام بجلی پول تا تار فرہ ہم کا نامش
D:\pro\koice\dataset\wavs\audio0000130.wav|مست زلی انتظامیات اپیل کرم زی بجلی ہون بنیادی ڈانچگیز جلدی تمن فراہم کرنگیون اردو خبرو پتی لیفٹرنٹ گورنمونو سنہا سید جہاں
D:\pro\koice\dataset\wavs\audio0000131.wav|بین پروگرام اس بندہ خصوصی قدوات ناشرکان ہے یہ اس کاشتری چلنے تو یوٹیوب اس پر دستیاب آشی دربارے آلیا یونسیا نقش بندیا اور کفا
D:\pro\koice\dataset\wavs\audio0000132.wav|بیلنکومی صوفی کانفرنس اند یہ تمام دنیا کے مختلف حصوں پر عام تو مذہبی سکال رو تو عقید تمام دو حصوں دیو آزا پیشن نماز پاتا آتا
D:\pro\koice\dataset\wavs\audio0000133.wav|آستان سپیٹ ایک مذہبی جلسک تسانس کرنا آخر سپیٹ آو عالمی امن پاپر جی ملچارت یک جیتی خطر خصوصی دعا مانگنا
D:\pro\koice\dataset\wavs\audio0000134.wav|پیر محمد دلگیر صلی اللہ علیہ وسلم
D:\pro\koice\dataset\wavs\audio0000135.wav|آج سلسلہ سبجہ تیت درود اذکار تنات منقبت خانی خصوصی مجلس خانکہ مولا سرینگر آیاز پیشن نماز پاتھ ختمات
D:\pro\koice\dataset\wavs\audio0000136.wav|درودہ اذکار تا اوراد خانی ہنزا خاص مجلس منقض کرنے یت مز کپی تیداد اس من اکید تمند و حسنیو علماء طرف نماز بروں اولیہ
D:\pro\koice\dataset\wavs\audio0000137.wav|جائے کرامن ہزن دینی خضم ہزن پیٹروشنی سہتیہ جمہو کشمی رسمان امن تپا پر جائے خطر دعا تی منگن یا پیر کور گری اشارہ خبر اندوات تانو
D:\pro\koice\dataset\wavs\audio0000138.wav|آف گینہمو اجازت آدھا ونی خبر تفصیل سان لیفٹینر گورنر منو حسینان چوہن موزے انتظامیوں کے مقصد جو جمہو کشمیر علم کلچر تکلی کے صلحیت
D:\pro\koice\dataset\wavs\audio0000139.wav|ہوند آگور بناون یہ منکتن ہز باوت کرتی مواز سری نگر چنار بوک فیسٹیول اس میں شرکت دوران تیمو کر نیشنل بوک ٹرسٹ فیسٹیول کے دوئی من منتظر میں ہیزی قائم ہی توری
D:\pro\koice\dataset\wavs\audio0000140.wav|لیفٹینٹ گورنران ونزی یہ چھے نہ صرف ایک تقریب بلکہ چھے یہ مفاکرند سینہ آئے سوچن والے لوگوں کے ذاکر بہتر معاشر تعمیر کرنے چاہے مہم۔
D:\pro\koice\dataset\wavs\audio0000141.wav|تمہوں پر ویمیتزی یہ کتاب مولا صاحب دین نو جوانن دوہی پر نا مشروع نامزن زبائنین روش کرنے تا عقیق سنز اہمیت سمجھن کے حوالے سٹھ ہی عام ثبت تمہوں نے کتاب پر نا سوچو تحقیقی سوچ بنان
D:\pro\koice\dataset\wavs\audio0000142.wav|ایل جین ون مزید زی چنار کتاب مل چو سٹھ ہی کام کال اسمز خیالا ہوندہ اک منفرد مل بنیومتی اس پور جمہو کشمیر اسمز ایک متحرک تک
D:\pro\koice\dataset\wavs\audio0000143.wav|فکری تحریک رنگ وطلان چھو تیمونز امی کتاب ملش کامیابی گیسن کتاب کنیچ بنیاز پیٹ کرنی ہیں بلکہ چھ امی کامیابی ملش دوران خیالن ہندس تبودلست
D:\pro\koice\dataset\wavs\audio0000144.wav|باسو موبیس اس منز لیپٹینٹ گورنر انکور نوجوانن باندھ باندھے تم پیرن کام خود کام ریت اس منز پانی سلی بس علاوہ اک کتاب تم مون نوجوانن
D:\pro\koice\dataset\wavs\audio0000145.wav|موسیقی موسیقی
D:\pro\koice\dataset\wavs\audio0000146.wav|منقد کرنک منصوب سمجھے انصافی مرکزی وزیر اماملی قطران داست اطاولین چھوان مزی مرکزی سرکار چھ جمہو کشمیر کین لوکن ہز بجائی تک کل ہم ترکی یکی
D:\pro\koice\dataset\wavs\audio0000147.wav|بناؤنے کے سیارہ دست پر ڈیٹ ایٹ پروچی پلوائی میں از ایک اس عویمی دربار اس مسک حیال باوت کران ونٹ موزی مرکز روزی جمہو کشمیر چی تو امیر و ترکی تو خوشحلی باپت پرہت ممکن اتواز دیوان
D:\pro\koice\dataset\wavs\audio0000148.wav|عوامی دربار اس دوران ان لوگوں پر مشکلات مطالب تین سے نوٹ سیمست وزیراں دیتے میں تمام جائز مطالبان اند بورتے انہوں کی یقین تمہوں نے وزیراعظم نیرندر موڈین چھو
D:\pro\koice\dataset\wavs\audio0000149.wav|جمہو کشمیروں کی ریاستی درجہ منویسی وقت تسبب بحال کرنے کو گوڑے یقین دیتے ہیں۔ آدھورانچ مرکزی وزیرت ریپبلیکن پارٹی آف انڈی ایک لیڈر آمدہ
D:\pro\koice\dataset\wavs\audio0000150.wav|اس اطولیان سری نگریک اس پریس کانفرنس دوران ون مدز مرکزی سرکارچ جمہو کشمیر اسمز روزگاری موقع پرد کرنے سنیتی سیکٹر تبنیہ دی دانچ اس پوشٹر دیناس کون زون دیوان
D:\pro\koice\dataset\wavs\audio0000151.wav|تیمو دیوت نوجوانن پیٹ زورزی تیمتولین خود روزگار سکی مونیش برپور فائدہ تیمو انزی تیہنز پارٹی چھ جمہو کشمیر اسمز بنیادی سوٹریس پیٹ پان ان پوزیشن مستقم کرانے
D:\pro\koice\dataset\wavs\audio0000152.wav|تیمونزی ریپبلیکن پارٹی آف انڈیا کرے جمہو کشمیر اس منز ینوالین بلدیتی چناون منز سرگرمی سان شرکر
D:\pro\koice\dataset\wavs\audio0000153.wav|تعالم ہی جو وزیر سکینہ یوت وان چیون میں جو وادی ہیں دن بہت میں جامع سلام کے تعالمی ادارہ میں جو ہی گرمی چھوٹی بڑاون ہوگ فرسل ہی موجود موسمی صورتحال تاجری
D:\pro\koice\dataset\wavs\audio0000154.wav|ہمارا مواملن حض تفصیلی سامحہ نہ پاتے نینا تمہوں نے یہ کات کالگیم زیلکیز دمحال حض بور علاقہ سمز میڈیا سائیڈ کات کران تمہوں نے سرکار شموسمی صورتحال
D:\pro\koice\dataset\wavs\audio0000155.wav|پورا نظر تھویت تکاہتی فاصلی تعلیمی شعبت تعلیمی علمان ہندی فائدہ باپت نینا. عدوران دیت وزیرا
D:\pro\koice\dataset\wavs\audio0000156.wav|اپنی امامی ایمداد واجنے سکھی میں مشن فار انٹیگریٹی ڈیولاپننٹ آف
D:\pro\koice\dataset\wavs\audio0000157.wav|بارٹی کلچر اس تحت زانکری پروگرام اس دست آتھ موقع سپرد وطلو تیمو جمہو کشمیر کے سیکھتے سویدیات است زرائی سرگرمین سائید وابست لوکن باپر
D:\pro\koice\dataset\wavs\audio0000158.wav|ہارٹی کلچر شو بچ اہمیت تیمونز سرکار شاہ ہارٹی کلچر شو بچ پوچھر دین تا پیداوار بڑھاونا بابت آج سائٹ واپس تا لوکن بہتر بنیئے دی دانچہ تقنیقی رہنمائی تا
D:\pro\koice\dataset\wavs\audio0000159.wav|ملی امداد فراہم کارنیکیس یارا دس پیٹ ڈیٹت ناظرین خبران ہون سلسل شجوری گوڑ رکو امتجارتی وقف
D:\pro\koice\dataset\wavs\audio0000160.wav|جو دل سے نکل آئے رشتہ وہی بھی جوڑ جو دل سے جوڑا جائے دل سے ہی تو ہوتے ہیں ارادے چٹان سے دل سے ہی
D:\pro\koice\dataset\wavs\audio0000161.wav|تو بنتے ہیں گھر خالی مکان سے اس لئے خائبر سیمنٹ کا سرہ سرہ دل سے بنا ہے خائبر سیمنٹ دل سے بناو
D:\pro\koice\dataset\wavs\audio0000162.wav|خبرنین دیسیت بریٹین اسمان شیئر بیتوند کرمک دم جمہو کشمیر تلہ داخل کئی مقام چیپ جیسٹس جیسٹس انجیو کمبارن کراز پلوائی مزید لوگ دور کر رہے تھے کونوں نے بیداری تا عدالہ
D:\pro\koice\dataset\wavs\audio0000163.wav|دانچہ مضبوط بناونے کے حوالے کہیے ہیں پروگرام انماز شرکت تمہوں تو کورٹ کمپلیکس پاپر تزل کورٹ کمپلیکس پلوائی میں وکیل انہیں دی چیمبریچ کنکیں تمہوں تو
D:\pro\koice\dataset\wavs\audio0000164.wav|زلکورٹ کمپلیکس پلوائم ای سیوہ کی اندرس دس اطموک سپیٹ کرتے مو جوڈیشیریت دسٹرکٹ لیگل سرویسز اتھارٹی پلوائم کی مشترک احتمام منقض
D:\pro\koice\dataset\wavs\audio0000165.wav|کرنا ہم تک اس کونونی بیداری پروگرام اسمزدے شرکت تیمون آتموکس پر زی منشیات اس نیال گال نہ باپت چھوز ضروری زی جوڈیشری تعلیمی ادارہ کونون نفذگارن واجنے ایجنسی
D:\pro\koice\dataset\wavs\audio0000166.wav|سیول سوسائٹی کرن مشترک کوشش جمہو کشمیر جیوڈیشل اکیڈیمی مومن آباد سری نگر سپوداز نوین منتخب سیول جیجن حضرتہ کروڑی بروں اکتر
D:\pro\koice\dataset\wavs\audio0000167.wav|بیٹی پروگرام مناکد پروگرام مقصد چھ نوین عدالتی اپسرن تینزن عدالتی زمدارین حضردار انجام دی باپت ضروری علم مہارتزند پیشوران اقدارن متعلق زن کریدین
D:\pro\koice\dataset\wavs\audio0000168.wav|افتتائی جلاس اس خطاب کران وطلو سپریم کورٹیک سبیق جیج جسٹس راجیش بندلن پنیان وسی عدالتی تجربن پر روشنید روان
D:\pro\koice\dataset\wavs\audio0000169.wav|عدالتی اقلائی کیا تسکنونی محرز مدلل فصل سازی تا ویمی مفاد اس پر مبنی انصافی اہمیت
D:\pro\koice\dataset\wavs\audio0000170.wav|ڈیجیٹل انتظامیات وطواشر دیند لوگوں کوئی رکاوٹ ورائی خدمت فراہم کرنے کے اہم قدم رنگ ہے چیپ سیکریٹی اٹل ڈولوان باہل پائی اجلاسی ساتھ
D:\pro\koice\dataset\wavs\audio0000171.wav|ادارت کران ڈیٹا منیجمنٹ سٹریٹیجی تے ایکشن پلانز دا سام میٹنگ مزگر متعلق انتظامی سیکریٹریوں تے متعلق محکمہ ہندو سربراہوش
D:\pro\koice\dataset\wavs\audio0000172.wav|شرکت ات موکس پیٹکور چیف سیکریٹری ان باندھ باندھ لوکان گچنہ مختلف سکی مونیش فائدہ تولنا باپت ویزی ویزی اکی زانکری جمع کریں پیں
D:\pro\koice\dataset\wavs\audio0000173.wav|تمام انتظامی محکمہ ہدایت زیادہ مدین یا حکمت عملی نفذ گرنسمز پورے اتواز سالان شریعہ مند ناجی یاد رہ چھے جان پہنچے
